# Created by Octave 3.6.2, Sat Apr 12 12:54:37 2014 CST <waldronluo@Debian>
# name: accruacyM
# type: matrix
# rows: 92
# columns: 18
 5 0.78125 1 0 4 1 5 0.78125 1 0 4 1 5 0.78125 1 0 4 1
 6 0.78125 1 0 5 1 6 0.78125 1 0 5 1 6 0.78125 1 0 5 1
 7 0.78125 2 0 5 1 7 0.78125 2 0 5 1 7 0.84375 2 0.2857142857142857 5 1
 8 0.7916666666666666 2 0.04761904761904762 6 1 8 0.78125 2 0 6 1 8 0.78125 2 0 6 1
 9 0.78125 2 0 7 1 9 0.78125 2 0 7 1 9 0.8125 2 0.1428571428571428 7 1
 10 0.78125 2 0 8 1 10 0.78125 2 0 8 1 10 0.78125 2 0 8 1
 11 0.78125 2 0 9 1 11 0.78125 2 0 9 1 11 0.78125 2 0 9 1
 12 1 3 1 9 1 12 0.78125 3 0 9 1 12 0.8125 3 0.1428571428571428 9 1
 13 0.96875 3 0.8571428571428571 10 1 13 0.78125 3 0 10 1 13 0.78125 3 0 10 1
 14 1 3 1 11 1 14 0.7916666666666666 3 0.04761904761904762 11 1 14 0.78125 3 0 11 1
 15 0.9479166666666666 3 0.7619047619047619 12 1 15 0.78125 3 0 12 1 15 0.78125 3 0 12 1
 16 0.9895833333333334 4 0.9523809523809523 13 1 16 0.78125 4 0 13 1 16 0.875 4 0.4285714285714285 13 1
 17 1 4 1 13 1 17 0.78125 4 0 13 1 17 0.84375 4 0.2857142857142857 13 1
 18 0.9895833333333334 4 1 14 0.9866666666666667 18 0.78125 4 0 14 1 18 0.8333333333333334 4 0.2380952380952381 14 1
 19 1 4 1 15 1 19 0.78125 4 0 15 1 19 0.78125 4 0 15 1
 20 0.9791666666666666 4 0.9047619047619048 16 1 20 0.78125 4 0 16 1 20 0.8541666666666666 4 0.3333333333333333 16 1
 21 1 5 1 16 1 21 0.78125 5 0 16 1 21 0.8645833333333334 5 0.3809523809523809 16 1
 22 0.9895833333333334 5 1 17 0.9866666666666667 22 0.78125 5 0 17 1 22 0.875 5 0.4285714285714285 17 1
 23 0.9791666666666666 5 0.9523809523809523 18 0.9866666666666667 23 0.78125 5 0 18 1 23 0.8229166666666666 5 0.1904761904761905 18 1
 24 1 5 1 19 1 24 0.78125 5 0 19 1 24 0.78125 5 0 19 1
 25 0.9895833333333334 5 1 20 0.9866666666666667 25 0.7916666666666666 5 0.04761904761904762 20 1 25 0.8645833333333334 5 0.3809523809523809 20 1
 26 0.9895833333333334 6 1 20 0.9866666666666667 26 0.9166666666666666 6 0.6190476190476191 20 1 26 0.9166666666666666 6 0.6190476190476191 20 1
 27 0.9895833333333334 6 1 21 0.9866666666666667 27 0.8125 6 0.1428571428571428 21 1 27 0.8333333333333334 6 0.2380952380952381 21 1
 28 0.9895833333333334 6 1 22 0.9866666666666667 28 0.8125 6 0.1428571428571428 22 1 28 0.8854166666666666 6 0.4761904761904762 22 1
 29 0.9895833333333334 6 1 23 0.9866666666666667 29 0.8125 6 0.1428571428571428 23 1 29 0.8854166666666666 6 0.4761904761904762 23 1
 30 0.9895833333333334 7 1 23 0.9866666666666667 30 0.9479166666666666 7 0.7619047619047619 23 1 30 0.8854166666666666 7 0.4761904761904762 23 1
 31 0.9895833333333334 7 1 24 0.9866666666666667 31 0.9583333333333334 7 0.8095238095238095 24 1 31 0.9166666666666666 7 0.6190476190476191 24 1
 32 0.9895833333333334 7 1 25 0.9866666666666667 32 0.8541666666666666 7 0.3333333333333333 25 1 32 0.8958333333333334 7 0.6190476190476191 25 0.9733333333333334
 33 1 7 1 26 1 33 0.8125 7 0.1428571428571428 26 1 33 0.8958333333333334 7 0.5238095238095238 26 1
 34 0.9895833333333334 7 1 27 0.9866666666666667 34 0.7916666666666666 7 0.04761904761904762 27 1 34 0.875 7 0.4761904761904762 27 0.9866666666666667
 35 0.9895833333333334 8 1 27 0.9866666666666667 35 0.8541666666666666 8 0.3333333333333333 27 1 35 0.8958333333333334 8 0.5714285714285714 27 0.9866666666666667
 36 0.9895833333333334 8 1 28 0.9866666666666667 36 0.8125 8 0.1428571428571428 28 1 36 0.90625 8 0.5714285714285714 28 1
 37 0.9895833333333334 8 1 29 0.9866666666666667 37 0.8125 8 0.1428571428571428 29 1 37 0.875 8 0.4761904761904762 29 0.9866666666666667
 38 0.9895833333333334 8 1 30 0.9866666666666667 38 0.8125 8 0.1428571428571428 30 1 38 0.9479166666666666 8 0.7619047619047619 30 1
 39 0.9895833333333334 9 1 30 0.9866666666666667 39 1 9 1 30 1 39 0.9270833333333334 9 0.6666666666666666 30 1
 40 0.9895833333333334 9 1 31 0.9866666666666667 40 0.875 9 0.4285714285714285 31 1 40 0.9270833333333334 9 0.6666666666666666 31 1
 41 0.9895833333333334 9 1 32 0.9866666666666667 41 0.9895833333333334 9 0.9523809523809523 32 1 41 0.9375 9 0.7142857142857143 32 1
 42 0.9895833333333334 9 1 33 0.9866666666666667 42 0.8958333333333334 9 0.5238095238095238 33 1 42 0.8958333333333334 9 0.5238095238095238 33 1
 43 0.9895833333333334 9 1 34 0.9866666666666667 43 0.9895833333333334 9 1 34 0.9866666666666667 43 0.8854166666666666 9 0.4761904761904762 34 1
 44 0.9895833333333334 10 1 34 0.9866666666666667 44 0.9895833333333334 10 1 34 0.9866666666666667 44 0.8958333333333334 10 0.5714285714285714 34 0.9866666666666667
 45 0.9895833333333334 10 1 35 0.9866666666666667 45 0.9895833333333334 10 1 35 0.9866666666666667 45 0.90625 10 0.5714285714285714 35 1
 46 0.9895833333333334 10 1 36 0.9866666666666667 46 0.8854166666666666 10 0.4761904761904762 36 1 46 0.9375 10 0.7142857142857143 36 1
 47 0.9895833333333334 10 1 37 0.9866666666666667 47 1 10 1 37 1 47 0.8854166666666666 10 0.4761904761904762 37 1
 48 0.9895833333333334 11 1 38 0.9866666666666667 48 0.9479166666666666 11 0.7619047619047619 38 1 48 0.9375 11 0.7142857142857143 38 1
 49 0.9895833333333334 11 1 38 0.9866666666666667 49 0.9375 11 0.7142857142857143 38 1 49 0.8854166666666666 11 0.4761904761904762 38 1
 50 0.9895833333333334 11 1 39 0.9866666666666667 50 0.9270833333333334 11 0.6666666666666666 39 1 50 0.90625 11 0.5714285714285714 39 1
 51 0.9895833333333334 11 1 40 0.9866666666666667 51 0.9270833333333334 11 0.6666666666666666 40 1 51 0.90625 11 0.6190476190476191 40 0.9866666666666667
 52 0.9895833333333334 11 1 41 0.9866666666666667 52 0.9375 11 0.7142857142857143 41 1 52 0.9166666666666666 11 0.6190476190476191 41 1
 53 0.9895833333333334 12 1 41 0.9866666666666667 53 0.9375 12 0.7142857142857143 41 1 53 0.9166666666666666 12 0.6666666666666666 41 0.9866666666666667
 54 0.9895833333333334 12 1 42 0.9866666666666667 54 0.9791666666666666 12 0.9047619047619048 42 1 54 0.9375 12 0.7142857142857143 42 1
 55 0.9895833333333334 12 1 43 0.9866666666666667 55 0.9895833333333334 12 1 43 0.9866666666666667 55 0.9270833333333334 12 0.6666666666666666 43 1
 56 0.9895833333333334 12 1 44 0.9866666666666667 56 1 12 1 44 1 56 0.9375 12 0.7142857142857143 44 1
 57 0.9895833333333334 12 1 45 0.9866666666666667 57 0.9375 12 0.7142857142857143 45 1 57 0.9375 12 0.7142857142857143 45 1
 58 0.9895833333333334 13 1 45 0.9866666666666667 58 1 13 1 45 1 58 0.90625 13 0.6190476190476191 45 0.9866666666666667
 59 0.9895833333333334 13 1 46 0.9866666666666667 59 0.9895833333333334 13 1 46 0.9866666666666667 59 0.90625 13 0.6190476190476191 46 0.9866666666666667
 60 0.9895833333333334 13 1 47 0.9866666666666667 60 0.9895833333333334 13 0.9523809523809523 47 1 60 0.90625 13 0.5714285714285714 47 1
 61 0.9895833333333334 13 1 48 0.9866666666666667 61 1 13 1 48 1 61 0.90625 13 0.6190476190476191 48 0.9866666666666667
 62 0.9895833333333334 14 1 48 0.9866666666666667 62 0.9791666666666666 14 1 48 0.9733333333333334 62 0.9270833333333334 14 0.6666666666666666 48 1
 63 0.9895833333333334 14 1 49 0.9866666666666667 63 1 14 1 49 1 63 0.90625 14 0.5714285714285714 49 1
 64 0.9895833333333334 14 1 50 0.9866666666666667 64 1 14 1 50 1 64 0.9166666666666666 14 0.6666666666666666 50 0.9866666666666667
 65 0.9895833333333334 14 1 51 0.9866666666666667 65 1 14 1 51 1 65 0.90625 14 0.6190476190476191 51 0.9866666666666667
 66 0.9895833333333334 14 1 52 0.9866666666666667 66 1 14 1 52 1 66 0.9270833333333334 14 0.7142857142857143 52 0.9866666666666667
 67 0.9895833333333334 15 1 52 0.9866666666666667 67 1 15 1 52 1 67 0.9270833333333334 15 0.7142857142857143 52 0.9866666666666667
 68 0.9895833333333334 15 1 53 0.9866666666666667 68 0.9895833333333334 15 1 53 0.9866666666666667 68 0.9479166666666666 15 0.7619047619047619 53 1
 69 0.9895833333333334 15 1 54 0.9866666666666667 69 1 15 1 54 1 69 0.9375 15 0.7619047619047619 54 0.9866666666666667
 70 0.9895833333333334 15 1 55 0.9866666666666667 70 1 15 1 55 1 70 0.90625 15 0.5714285714285714 55 1
 71 0.9895833333333334 16 1 55 0.9866666666666667 71 0.9895833333333334 16 1 55 0.9866666666666667 71 0.9270833333333334 16 0.7142857142857143 55 0.9866666666666667
 72 0.9895833333333334 16 1 56 0.9866666666666667 72 0.9895833333333334 16 1 56 0.9866666666666667 72 0.9270833333333334 16 0.7142857142857143 56 0.9866666666666667
 73 0.9895833333333334 16 1 57 0.9866666666666667 73 1 16 1 57 1 73 0.9479166666666666 16 0.7619047619047619 57 1
 74 0.9895833333333334 16 1 58 0.9866666666666667 74 0.9895833333333334 16 1 58 0.9866666666666667 74 0.9166666666666666 16 0.6666666666666666 58 0.9866666666666667
